,Unnamed: 0,Tweet,casefold,Tweet_perbaikan,Tweet_filtered,Tweet_stem
480,967,"['main', 'bulutangkis']",main bulutangkis,"['main', 'bulutangkis']","['main', 'bulutangkis']","['main', 'bulutangkis']"
481,608,"['main', 'bulutangkis', 'indonesia', 'rekening', 'bni']",main bulutangkis indonesia rekening bni,"['main', 'bulutangkis', 'indonesia', 'rekening', 'bni']","['main', 'bulutangkis', 'indonesia', 'rekening', 'bni']","['main', 'bulutangkis', 'indonesia', 'rekening', 'bni']"
482,865,"['main', 'bulutangkis', 'jam', 'komposisi', 'orang', 'gak', 'capek', 'main', 'asik']",main bulutangkis jam komposisi orang gak capek main asik,"['main', 'bulutangkis', 'jam', 'komposisi', 'orang', 'tidak', 'capek', 'main', 'asyik']","['main', 'bulutangkis', 'jam', 'komposisi', 'tidak', 'capek', 'main', 'asyik']","['main', 'bulutangkis', 'jam', 'komposisi', 'tidak', 'capek', 'main', 'asyik']"
483,2267,"['main', 'bulutangkis', 'jaman', 'ga', 'suka', 'atittudenya', 'seo', 'sung', 'jae']",main bulutangkis jaman ga suka atittudenya seo sung jae,"['main', 'bulutangkis', 'jaman', 'tidak', 'suka', 'atittudenya', 'seo', 'sung', 'jae']","['main', 'bulutangkis', 'jaman', 'tidak', 'suka', 'atittudenya', 'seo', 'sung', 'jae']","['main', 'bulutangkis', 'jaman', 'tidak', 'suka', 'atittudenya', 'seo', 'sung', 'jae']"
484,2269,"['main', 'bulutangkis', 'jaman', 'ga', 'suka', 'attitude', 'seo', 'sung', 'jae']",main bulutangkis jaman ga suka attitude seo sung jae,"['main', 'bulutangkis', 'jaman', 'tidak', 'suka', 'attitude', 'seo', 'sung', 'jae']","['main', 'bulutangkis', 'jaman', 'tidak', 'suka', 'attitude', 'seo', 'sung', 'jae']","['main', 'bulutangkis', 'jaman', 'tidak', 'suka', 'attitude', 'seo', 'sung', 'jae']"
485,808,"['main', 'bulutangkis', 'maksud']",main bulutangkis maksud,"['main', 'bulutangkis', 'maksud']","['main', 'bulutangkis', 'maksud']","['main', 'bulutangkis', 'maksud']"
486,1019,"['main', 'bulutangkis', 'mnm', 'nya', 'aqua']",main bulutangkis mnm nya aqua,"['main', 'bulutangkis', 'mnm', 'nya', 'aqua']","['main', 'bulutangkis', 'mnm', 'aqua']","['main', 'bulutangkis', 'mnm', 'aqua']"
487,884,"['main', 'bulutangkis', 'net', 'sih']",main bulutangkis net sih,"['main', 'bulutangkis', 'net', 'sih']","['main', 'bulutangkis', 'net', 'sih']","['main', 'bulutangkis', 'net', 'sih']"
488,874,"['main', 'bulutangkis', 'ngenteni', 'salahe', 'lawanmain', 'catur', 'ngenteni', 'laline', 'lawan', 'itu', 'aja']",main bulutangkis ngenteni salahe lawanmain catur ngenteni laline lawan itu aja,"['main', 'bulutangkis', 'ngenteni', 'salahe', 'lawanmain', 'catur', 'ngenteni', 'laline', 'lawan', 'itu', 'saja']","['main', 'bulutangkis', 'ngenteni', 'salahe', 'lawanmain', 'catur', 'ngenteni', 'laline', 'lawan', 'saja']","['main', 'bulutangkis', 'ngenteni', 'salahe', 'lawanmain', 'catur', 'ngenteni', 'laline', 'lawan', 'saja']"
489,933,"['main', 'malaysia', 'thailand', 'mencret', 'indonesia', 'masters', 'gaduh', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'bulutangkis', 'malaysia', 'thailand']",main malaysia thailand mencret indonesia masters gaduh lengkap klik taut infoolahraga indonesiamasters bulutangkis malaysia thailand,"['main', 'malaysia', 'thailand', 'mencret', 'indonesia', 'masters', 'gaduh', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'bulutangkis', 'malaysia', 'thailand']","['main', 'malaysia', 'thailand', 'mencret', 'indonesia', 'masters', 'gaduh', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'bulutangkis', 'malaysia', 'thailand']","['main', 'malaysia', 'thailand', 'mencret', 'indonesia', 'masters', 'gaduh', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'bulutangkis', 'malaysia', 'thailand']"
490,2478,"['main', 'top', 'indonesia', 'masters', 'nomor', 'marcus', 'fernaldi', 'gideon', 'kevin', 'sanjaya', 'sukamuljo', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']",main top indonesia masters nomor marcus fernaldi gideon kevin sanjaya sukamuljo lengkapcepatberitanya olahraga sport bulutangkis netting badminton,"['main', 'top', 'indonesia', 'masters', 'nomor', 'marcus', 'fernaldi', 'gideon', 'kevin', 'sanjaya', 'sukamuljo', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['main', 'top', 'indonesia', 'masters', 'nomor', 'marcus', 'fernaldi', 'gideon', 'kevin', 'sanjaya', 'sukamuljo', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['main', 'top', 'indonesia', 'masters', 'nomor', 'marcus', 'fernaldi', 'gideon', 'kevin', 'sanjaya', 'sukamuljo', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']"
491,887,"['makan', 'tu', 'bulutangkis']",makan tu bulutangkis,"['makan', 'itu', 'bulutangkis']","['makan', 'bulutangkis']","['makan', 'bulutangkis']"
492,1034,"['makji', 'ga', 'niat', 'nonton', 'bulutangkis']",makji ga niat nonton bulutangkis,"['makji', 'tidak', 'niat', 'nonton', 'bulutangkis']","['makji', 'tidak', 'niat', 'nonton', 'bulutangkis']","['makji', 'tidak', 'niat', 'nonton', 'bulutangkis']"
493,502,"['maksud', 'lw', 'kak', 'gel', 'disuru', 'mimpi', 'bulutangkis']",maksud lw kak gel disuru mimpi bulutangkis,"['maksud', 'lw', 'kak', 'gel', 'disuru', 'mimpi', 'bulutangkis']","['maksud', 'lw', 'kak', 'gel', 'disuru', 'mimpi', 'bulutangkis']","['maksud', 'lw', 'kak', 'gel', 'disuru', 'mimpi', 'bulutangkis']"
494,709,"['malam', 'minggu', 'nonton', 'bulutangkis', 'dim']",malam minggu nonton bulutangkis dim,"['malam', 'minggu', 'nonton', 'bulutangkis', 'dim']","['malam', 'minggu', 'nonton', 'bulutangkis', 'dim']","['malam', 'minggu', 'nonton', 'bulutangkis', 'dim']"
495,814,"['malam', 'minggu', 'rumah', 'nonton', 'bulutangkis']",malam minggu rumah nonton bulutangkis,"['malam', 'minggu', 'rumah', 'nonton', 'bulutangkis']","['malam', 'minggu', 'rumah', 'nonton', 'bulutangkis']","['malam', 'minggu', 'rumah', 'nonton', 'bulutangkis']"
496,854,"['malam', 'tonton', 'bulutangkis', 'ya', 'tanding']",malam tonton bulutangkis ya tanding,"['malam', 'tonton', 'bulutangkis', 'ya', 'tanding']","['malam', 'tonton', 'bulutangkis', 'ya', 'tanding']","['malam', 'tonton', 'bulutangkis', 'ya', 'tanding']"
497,2445,"['malaysia', 'china', 'sih', 'yg', 'main', 'atlet', 'bulutangkis', 'nya', 'china', 'trus', 'yg', 'main', 'melayu', 'cabang', 'china', 'istora', 'indonesiamasters', 'malaysia']",malaysia china sih yg main atlet bulutangkis nya china trus yg main melayu cabang china istora indonesiamasters malaysia,"['malaysia', 'china', 'sih', 'yang', 'main', 'atlet', 'bulutangkis', 'nya', 'china', 'terus', 'yang', 'main', 'melayu', 'cabang', 'china', 'istora', 'indonesiamasters', 'malaysia']","['malaysia', 'china', 'sih', 'main', 'atlet', 'bulutangkis', 'china', 'terus', 'main', 'melayu', 'cabang', 'china', 'istora', 'indonesiamasters', 'malaysia']","['malaysia', 'china', 'sih', 'main', 'atlet', 'bulutangkis', 'china', 'terus', 'main', 'melayu', 'cabang', 'china', 'istora', 'indonesiamasters', 'malaysia']"
498,2483,"['mam', 'baca', 'materi', 'nonton', 'bulutangkis', 'ka', 'pit', 'gi', 'apah']",mam baca materi nonton bulutangkis ka pit gi apah,"['mam', 'baca', 'materi', 'nonton', 'bulutangkis', 'ka', 'pit', 'gi', 'apah']","['mam', 'baca', 'materi', 'nonton', 'bulutangkis', 'ka', 'pit', 'gi', 'apah']","['mam', 'baca', 'materi', 'nonton', 'bulutangkis', 'ka', 'pit', 'gi', 'apah']"
499,775,"['manusia', 'layak', 'hidup', 'mbak', 'suka', 'ngehujat', 'ga', 'layak', 'ngaku', 'fans', 'bulutangkis']",manusia layak hidup mbak suka ngehujat ga layak ngaku fans bulutangkis,"['manusia', 'layak', 'hidup', 'mbak', 'suka', 'ngehujat', 'tidak', 'layak', 'ngaku', 'fans', 'bulutangkis']","['manusia', 'layak', 'hidup', 'mbak', 'suka', 'ngehujat', 'tidak', 'layak', 'ngaku', 'fans', 'bulutangkis']","['manusia', 'layak', 'hidup', 'mbak', 'suka', 'ngehujat', 'tidak', 'layak', 'ngaku', 'fans', 'bulutangkis']"
500,780,"['manusia', 'woyyy', 'tolonggglahhh', 'lu', 'pikir', 'robot', 'gitu', 'yg', 'nama', 'bulutangkis', 'ga', 'menang', 'ya', 'kalah', 'kevinsanjaya']",manusia woyyy tolonggglahhh lu pikir robot gitu yg nama bulutangkis ga menang ya kalah kevinsanjaya,"['manusia', 'woyyy', 'tolonggglahhh', 'kamu', 'pikir', 'robot', 'gitu', 'yang', 'nama', 'bulutangkis', 'tidak', 'menang', 'ya', 'kalah', 'kevinsanjaya']","['manusia', 'woyyy', 'tolonggglahhh', 'pikir', 'robot', 'gitu', 'nama', 'bulutangkis', 'tidak', 'menang', 'ya', 'kalah', 'kevinsanjaya']","['manusia', 'woyyy', 'tolonggglahhh', 'pikir', 'robot', 'gitu', 'nama', 'bulutangkis', 'tidak', 'menang', 'ya', 'kalah', 'kevinsanjaya']"
501,1224,"['marcus', 'fernaldi', 'gideon', 'kevin', 'sanjaya', 'sukamuljo', 'vs', 'goh', 'sze', 'fei', 'nur', 'izzuddin', 'tarung', 'badminton', 'indonesia', 'master', 'sektor', 'ganda', 'putra', 'tonton', 'video', 'pilih', 'klik']",marcus fernaldi gideon kevin sanjaya sukamuljo vs goh sze fei nur izzuddin tarung badminton indonesia master sektor ganda putra tonton video pilih klik,"['marcus', 'fernaldi', 'gideon', 'kevin', 'sanjaya', 'sukamuljo', 'vs', 'goh', 'sze', 'fei', 'nur', 'izzuddin', 'tarung', 'badminton', 'indonesia', 'master', 'sektor', 'ganda', 'putra', 'tonton', 'video', 'pilih', 'klik']","['marcus', 'fernaldi', 'gideon', 'kevin', 'sanjaya', 'sukamuljo', 'vs', 'goh', 'sze', 'fei', 'nur', 'izzuddin', 'tarung', 'badminton', 'indonesia', 'master', 'sektor', 'ganda', 'putra', 'tonton', 'video', 'pilih', 'klik']","['marcus', 'fernaldi', 'gideon', 'kevin', 'sanjaya', 'sukamuljo', 'vs', 'goh', 'sze', 'fei', 'nur', 'izzuddin', 'tarung', 'badminton', 'indonesia', 'master', 'sektor', 'ganda', 'putra', 'tonton', 'video', 'pilih', 'klik']"
502,2419,"['mari', 'live', 'score', 'bulutangkis']",mari live score bulutangkis,"['mari', 'live', 'score', 'bulutangkis']","['mari', 'live', 'score', 'bulutangkis']","['mari', 'live', 'score', 'bulutangkis']"
503,966,"['marketing', 'nya', 'ngak', 'ajar', 'produk', 'djarum', 'lha', 'branding', 'rokok', 'sponsorship', 'utama', 'bulutangkis', 'gmn', 'ngeles', 'ya', 'kalimat', 'rumus', 'rumit', 'org', 'yg', 'minim', 'literasi', 'mudah', 'gampang', 'bodoh']",marketing nya ngak ajar produk djarum lha branding rokok sponsorship utama bulutangkis gmn ngeles ya kalimat rumus rumit org yg minim literasi mudah gampang bodoh,"['marketing', 'nya', 'tidak', 'ajar', 'produk', 'djarum', 'lha', 'branding', 'rokok', 'sponsorship', 'utama', 'bulutangkis', 'bagaimana', 'ngeles', 'ya', 'kalimat', 'rumus', 'rumit', 'orang', 'yang', 'minim', 'literasi', 'mudah', 'gampang', 'bodoh']","['marketing', 'tidak', 'ajar', 'produk', 'djarum', 'lha', 'branding', 'rokok', 'sponsorship', 'utama', 'bulutangkis', 'bagaimana', 'ngeles', 'ya', 'kalimat', 'rumus', 'rumit', 'minim', 'literasi', 'mudah', 'gampang', 'bodoh']","['marketing', 'tidak', 'ajar', 'produk', 'djarum', 'lha', 'branding', 'rokok', 'sponsorship', 'utama', 'bulutangkis', 'bagaimana', 'ngeles', 'ya', 'kalimat', 'rumus', 'rumit', 'minim', 'literasi', 'mudah', 'gampang', 'bodoh']"
504,2380,"['maryono', 'banggan', 'bulutangkis', 'camat', 'gondangrejo', 'hitung']",maryono banggan bulutangkis camat gondangrejo hitung,"['maryono', 'banggan', 'bulutangkis', 'camat', 'gondangrejo', 'hitung']","['maryono', 'banggan', 'bulutangkis', 'camat', 'gondangrejo', 'hitung']","['maryono', 'banggan', 'bulutangkis', 'camat', 'gondangrejo', 'hitung']"
505,2257,"['mas', 'ainur', 'bahas', 'bulutangkis', 'prancis', 'main', 'prancis', 'yg', 'rangkak', 'level', 'dunia']",mas ainur bahas bulutangkis prancis main prancis yg rangkak level dunia,"['mas', 'ainur', 'bahas', 'bulutangkis', 'prancis', 'main', 'prancis', 'yang', 'rangkak', 'level', 'dunia']","['ainur', 'bahas', 'bulutangkis', 'prancis', 'main', 'prancis', 'rangkak', 'level', 'dunia']","['ainur', 'bahas', 'bulutangkis', 'prancis', 'main', 'prancis', 'rangkak', 'level', 'dunia']"
506,2462,"['mas', 'artikel']",mas artikel,"['mas', 'artikel']",['artikel'],['artikel']
507,1387,"['masak', 'iya', 'gacor', 'gin', 'bilang', 'main', 'bulutangkis']",masak iya gacor gin bilang main bulutangkis,"['masak', 'iya', 'gacor', 'begini', 'bilang', 'main', 'bulutangkis']","['masak', 'iya', 'gacor', 'begini', 'bilang', 'main', 'bulutangkis']","['masak', 'iya', 'gacor', 'begini', 'bilang', 'main', 'bulutangkis']"
508,236,"['mbrebes', 'mil', 'emas', 'tokyo', 'terimakasihgreysiapolii', 'tani', 'tontontan', 'bulutangkis', 'sd']",mbrebes mil emas tokyo terimakasihgreysiapolii tani tontontan bulutangkis sd,"['mbrebes', 'mil', 'emas', 'tokyo', 'terimakasihgreysiapolii', 'tani', 'tontontan', 'bulutangkis', 'sd']","['mbrebes', 'mil', 'emas', 'tokyo', 'terimakasihgreysiapolii', 'tani', 'tontontan', 'bulutangkis', 'sd']","['mbrebes', 'mil', 'emas', 'tokyo', 'terimakasihgreysiapolii', 'tani', 'tontontan', 'bulutangkis', 'sd']"
509,393,"['mc', 'nya', 'ganti', 'bl', 'gaaak', 'wkwk', 'ngomongnya', 'aja', 'sepak', 'bulutangkis', 'wkwkwk']",mc nya ganti bl gaaak wkwk ngomongnya aja sepak bulutangkis wkwkwk,"['mc', 'nya', 'ganti', 'bl', 'gaaak', 'wkwk', 'ngomongnya', 'saja', 'sepak', 'bulutangkis', 'wkwkwk']","['mc', 'ganti', 'bl', 'gaaak', 'wkwk', 'ngomongnya', 'saja', 'sepak', 'bulutangkis', 'wkwkwk']","['mc', 'ganti', 'bl', 'gaaak', 'wkwk', 'ngomongnya', 'saja', 'sepak', 'bulutangkis', 'wkwkwk']"
510,2320,"['melibulutangkis', 'kerja']",melibulutangkis kerja,"['melibulutangkis', 'kerja']","['melibulutangkis', 'kerja']","['melibulutangkis', 'kerja']"
511,269,"['merinding', 'bangettt', 'event', 'nangisin', 'momen', 'farewell', 'event', 'ci', 'butet', 'bikin', 'mewek', 'kak', 'ge', 'terima', 'kasih', 'dedikasi', 'juang', 'semangat', 'bulutangkis', 'indonesia', 'kak', 'terimakasihgreysiapolii']",merinding bangettt event nangisin momen farewell event ci butet bikin mewek kak ge terima kasih dedikasi juang semangat bulutangkis indonesia kak terimakasihgreysiapolii,"['merinding', 'bangettt', 'event', 'nangisin', 'momen', 'farewell', 'event', 'ci', 'butet', 'membuat', 'mewek', 'kak', 'ge', 'terima', 'kasih', 'dedikasi', 'juang', 'semangat', 'bulutangkis', 'indonesia', 'kak', 'terimakasihgreysiapolii']","['merinding', 'bangettt', 'event', 'nangisin', 'momen', 'farewell', 'event', 'ci', 'butet', 'membuat', 'mewek', 'kak', 'ge', 'terima', 'kasih', 'dedikasi', 'juang', 'semangat', 'bulutangkis', 'indonesia', 'kak', 'terimakasihgreysiapolii']","['merinding', 'bangettt', 'event', 'nangisin', 'momen', 'farewell', 'event', 'ci', 'butet', 'buat', 'mewek', 'kak', 'ge', 'terima', 'kasih', 'dedikasi', 'juang', 'semangat', 'bulutangkis', 'indonesia', 'kak', 'terimakasihgreysiapolii']"
512,504,"['mimpi', 'bulutangkis', 'haahaahaahaa']",mimpi bulutangkis haahaahaahaa,"['mimpi', 'bulutangkis', 'haahaahaahaa']","['mimpi', 'bulutangkis', 'haahaahaahaa']","['mimpi', 'bulutangkis', 'haahaahaahaa']"
513,899,"['minggu', 'ga', 'tegur', 'sapa', 'krn', 'yg', 'ga', 'erti', 'anak', 'bilang', 'pi', 'eyang']",minggu ga tegur sapa krn yg ga erti anak bilang pi eyang,"['minggu', 'tidak', 'tegur', 'sapa', 'karena', 'yang', 'tidak', 'erti', 'anak', 'bilang', 'pi', 'eyang']","['minggu', 'tidak', 'tegur', 'sapa', 'tidak', 'erti', 'anak', 'bilang', 'pi', 'eyang']","['minggu', 'tidak', 'tegur', 'sapa', 'tidak', 'erti', 'anak', 'bilang', 'pi', 'eyang']"
514,907,"['minggu', 'ga', 'tegur', 'sapa', 'krn', 'yg', 'ga', 'erti', 'anak', 'bilang', 'pi', 'eyang', 'obat', 'susah', 'bab', 'rumah', 'bawain', 'supositoria', 'pas', 'nyampe', 'nonton', 'bulutangkis', 'tv', 'awkward', 'moment']",minggu ga tegur sapa krn yg ga erti anak bilang pi eyang obat susah bab rumah bawain supositoria pas nyampe nonton bulutangkis tv awkward moment,"['minggu', 'tidak', 'tegur', 'sapa', 'karena', 'yang', 'tidak', 'erti', 'anak', 'bilang', 'pi', 'eyang', 'obat', 'susah', 'bab', 'rumah', 'bawain', 'supositoria', 'cocok', 'nyampe', 'nonton', 'bulutangkis', 'tv', 'awkward', 'moment']","['minggu', 'tidak', 'tegur', 'sapa', 'tidak', 'erti', 'anak', 'bilang', 'pi', 'eyang', 'obat', 'susah', 'bab', 'rumah', 'bawain', 'supositoria', 'cocok', 'nyampe', 'nonton', 'bulutangkis', 'tv', 'awkward', 'moment']","['minggu', 'tidak', 'tegur', 'sapa', 'tidak', 'erti', 'anak', 'bilang', 'pi', 'eyang', 'obat', 'susah', 'bab', 'rumah', 'bawain', 'supositoria', 'cocok', 'nyampe', 'nonton', 'bulutangkis', 'tv', 'awkward', 'moment']"
515,1105,"['minggu', 'jam', 'pagi', 'dewa', 'sport', 'lapang', 'bulutangkis']",minggu jam pagi dewa sport lapang bulutangkis,"['minggu', 'jam', 'pagi', 'dewa', 'sport', 'lapang', 'bulutangkis']","['minggu', 'jam', 'pagi', 'dewa', 'sport', 'lapang', 'bulutangkis']","['minggu', 'jam', 'pagi', 'dewa', 'sport', 'lapang', 'bulutangkis']"
516,713,"['minions', 'kalah', 'semifinal', 'indonesia', 'masters', 'marcus']",minions kalah semifinal indonesia masters marcus,"['minions', 'kalah', 'semifinal', 'indonesia', 'masters', 'marcus']","['minions', 'kalah', 'semifinal', 'indonesia', 'masters', 'marcus']","['minions', 'kalah', 'semifinal', 'indonesia', 'masters', 'marcus']"
517,639,"['minions', 'sesal', 'kalah', 'semifinal', 'indonesia', 'masters']",minions sesal kalah semifinal indonesia masters,"['minions', 'sesal', 'kalah', 'semifinal', 'indonesia', 'masters']","['minions', 'sesal', 'kalah', 'semifinal', 'indonesia', 'masters']","['minions', 'sesal', 'kalah', 'semifinal', 'indonesia', 'masters']"
518,10,"['momen', 'yg', 'bikin', 'banggadapat', 'gold', 'olimpiade', 'tokyo', 'greysia', 'bareng', 'apri', 'cetak', 'sejarah', 'bulutangkis', 'indonesia', 'terimakasihgreys']",momen yg bikin banggadapat gold olimpiade tokyo greysia bareng apri cetak sejarah bulutangkis indonesia terimakasihgreys,"['momen', 'yang', 'membuat', 'banggadapat', 'gold', 'olimpiade', 'tokyo', 'greysia', 'bareng', 'apri', 'cetak', 'sejarah', 'bulutangkis', 'indonesia', 'terimakasihgreys']","['momen', 'membuat', 'banggadapat', 'gold', 'olimpiade', 'tokyo', 'greysia', 'bareng', 'apri', 'cetak', 'sejarah', 'bulutangkis', 'indonesia', 'terimakasihgreys']","['momen', 'buat', 'banggadapat', 'gold', 'olimpiade', 'tokyo', 'greysia', 'bareng', 'apri', 'cetak', 'sejarah', 'bulutangkis', 'indonesia', 'terimakasihgreys']"
519,301,"['momen', 'yg', 'bikin', 'banggadapat', 'gold', 'olimpiade', 'tokyo', 'greysia', 'bareng', 'apri', 'cetak', 'sejarah', 'bulutangkis', 'indonesia', 'terimakasihgreysiapolii']",momen yg bikin banggadapat gold olimpiade tokyo greysia bareng apri cetak sejarah bulutangkis indonesia terimakasihgreysiapolii,"['momen', 'yang', 'membuat', 'banggadapat', 'gold', 'olimpiade', 'tokyo', 'greysia', 'bareng', 'apri', 'cetak', 'sejarah', 'bulutangkis', 'indonesia', 'terimakasihgreysiapolii']","['momen', 'membuat', 'banggadapat', 'gold', 'olimpiade', 'tokyo', 'greysia', 'bareng', 'apri', 'cetak', 'sejarah', 'bulutangkis', 'indonesia', 'terimakasihgreysiapolii']","['momen', 'buat', 'banggadapat', 'gold', 'olimpiade', 'tokyo', 'greysia', 'bareng', 'apri', 'cetak', 'sejarah', 'bulutangkis', 'indonesia', 'terimakasihgreysiapolii']"
520,27,"['mundur', 'atlet', 'tinggal', 'bulutangkis', 'greysia', 'polii']",mundur atlet tinggal bulutangkis greysia polii,"['mundur', 'atlet', 'tinggal', 'bulutangkis', 'greysia', 'polii']","['mundur', 'atlet', 'tinggal', 'bulutangkis', 'greysia', 'polii']","['mundur', 'atlet', 'tinggal', 'bulutangkis', 'greysia', 'polii']"
521,721,"['musuh', 'utama', 'rian', 'service', 'indonesiamasters', 'badmintonindonesia', 'badminton', 'bulutangkis']",musuh utama rian service indonesiamasters badmintonindonesia badminton bulutangkis,"['musuh', 'utama', 'rian', 'service', 'indonesiamasters', 'badmintonindonesia', 'badminton', 'bulutangkis']","['musuh', 'utama', 'rian', 'service', 'indonesiamasters', 'badmintonindonesia', 'badminton', 'bulutangkis']","['musuh', 'utama', 'rian', 'service', 'indonesiamasters', 'badmintonindonesia', 'badminton', 'bulutangkis']"
522,2494,"['nama', 'badonyan', 'daihatsuindonesiamasters', 'kucing', 'suka', 'bulutangkis']",nama badonyan daihatsuindonesiamasters kucing suka bulutangkis,"['nama', 'badonyan', 'daihatsuindonesiamasters', 'kucing', 'suka', 'bulutangkis']","['nama', 'badonyan', 'daihatsuindonesiamasters', 'kucing', 'suka', 'bulutangkis']","['nama', 'badonyan', 'daihatsuindonesiamasters', 'kucing', 'suka', 'bulutangkis']"
523,266,"['nang', 'banget', 'pas', 'luk', 'mama', 'nya', 'apri', 'coach', 'eng', 'hian', 'happy', 'retirement', 'terima']",nang banget pas luk mama nya apri coach eng hian happy retirement terima,"['di', 'banget', 'cocok', 'luk', 'mama', 'nya', 'apri', 'coach', 'eng', 'hian', 'happy', 'retirement', 'terima']","['banget', 'cocok', 'luk', 'mama', 'apri', 'coach', 'eng', 'hian', 'happy', 'retirement', 'terima']","['banget', 'cocok', 'luk', 'mama', 'apri', 'coach', 'eng', 'hian', 'happy', 'retirement', 'terima']"
524,284,"['nang', 'banget', 'pas', 'luk', 'mama', 'nya', 'apri', 'coach', 'eng', 'hian', 'happy', 'retirement', 'terima', 'kasih', 'harum', 'nama', 'indonesia', 'selamat', 'keluarga', 'alir', 'bulutangkis', 'darah', 'terimakasihgreysiapolii']",nang banget pas luk mama nya apri coach eng hian happy retirement terima kasih harum nama indonesia selamat keluarga alir bulutangkis darah terimakasihgreysiapolii,"['di', 'banget', 'cocok', 'luk', 'mama', 'nya', 'apri', 'coach', 'eng', 'hian', 'happy', 'retirement', 'terima', 'kasih', 'harum', 'nama', 'indonesia', 'selamat', 'keluarga', 'alir', 'bulutangkis', 'darah', 'terimakasihgreysiapolii']","['banget', 'cocok', 'luk', 'mama', 'apri', 'coach', 'eng', 'hian', 'happy', 'retirement', 'terima', 'kasih', 'harum', 'nama', 'indonesia', 'selamat', 'keluarga', 'alir', 'bulutangkis', 'darah', 'terimakasihgreysiapolii']","['banget', 'cocok', 'luk', 'mama', 'apri', 'coach', 'eng', 'hian', 'happy', 'retirement', 'terima', 'kasih', 'harum', 'nama', 'indonesia', 'selamat', 'keluarga', 'alir', 'bulutangkis', 'darah', 'terimakasihgreysiapolii']"
525,350,"['nang', 'banget', 'terimakasih', 'greysia', 'polii', 'dedikasi', 'bulutangkis', 'bangsa', 'sukses', 'terimakasihgreysiapolii']",nang banget terimakasih greysia polii dedikasi bulutangkis bangsa sukses terimakasihgreysiapolii,"['di', 'banget', 'terimakasih', 'greysia', 'polii', 'dedikasi', 'bulutangkis', 'bangsa', 'sukses', 'terimakasihgreysiapolii']","['banget', 'terimakasih', 'greysia', 'polii', 'dedikasi', 'bulutangkis', 'bangsa', 'sukses', 'terimakasihgreysiapolii']","['banget', 'terimakasih', 'greysia', 'polii', 'dedikasi', 'bulutangkis', 'bangsa', 'sukses', 'terimakasihgreysiapolii']"
526,768,"['naya', 'atlet', 'muda', 'bulutangkis', 'bakat', 'hamil', 'temu', 'jawab', 'vidio', 'original', 'series', 'virgin']",naya atlet muda bulutangkis bakat hamil temu jawab vidio original series virgin,"['naya', 'atlet', 'muda', 'bulutangkis', 'bakat', 'hamil', 'temu', 'jawab', 'video', 'original', 'series', 'virgin']","['naya', 'atlet', 'muda', 'bulutangkis', 'bakat', 'hamil', 'temu', 'jawab', 'video', 'original', 'series', 'virgin']","['naya', 'atlet', 'muda', 'bulutangkis', 'bakat', 'hamil', 'temu', 'jawab', 'video', 'original', 'series', 'virgin']"
527,2306,"['negara', 'mana', 'bola', 'agung', 'duit', 'gelontor', 'sana', 'dapet', 'juara', 'aja', 'jarang', 'ba']",negara mana bola agung duit gelontor sana dapet juara aja jarang ba,"['negara', 'mana', 'bola', 'agung', 'duit', 'gelontor', 'sana', 'mendapat', 'juara', 'saja', 'jarang', 'ba']","['negara', 'mana', 'bola', 'agung', 'duit', 'gelontor', 'sana', 'mendapat', 'juara', 'saja', 'jarang', 'ba']","['negara', 'mana', 'bola', 'agung', 'duit', 'gelontor', 'sana', 'dapat', 'juara', 'saja', 'jarang', 'ba']"
