,Unnamed: 0,Tweet,casefold,Tweet_perbaikan,Tweet_filtered,Tweet_stem
180,2092,"['gregoria', 'mariska', 'tumbang', 'ratu', 'bulutangkis', 'kaya']",gregoria mariska tumbang ratu bulutangkis kaya,"['gregoria', 'mariska', 'tumbang', 'ratu', 'bulutangkis', 'kaya']","['gregoria', 'mariska', 'tumbang', 'ratu', 'bulutangkis', 'kaya']","['gregoria', 'mariska', 'tumbang', 'ratu', 'bulutangkis', 'kaya']"
181,2377,"['gregoria', 'mariska', 'tunjung', 'laju', 'indonesia', 'masters', 'bolaskorcom', 'indonesiamasters', 'bulutangkis']",gregoria mariska tunjung laju indonesia masters bolaskorcom indonesiamasters bulutangkis,"['gregoria', 'mariska', 'tunjung', 'laju', 'indonesia', 'masters', 'bolaskorcom', 'indonesiamasters', 'bulutangkis']","['gregoria', 'mariska', 'tunjung', 'laju', 'indonesia', 'masters', 'bolaskorcom', 'indonesiamasters', 'bulutangkis']","['gregoria', 'mariska', 'tunjung', 'laju', 'indonesia', 'masters', 'bolaskorcom', 'indonesiamasters', 'bulutangkis']"
182,135,"['greysia', 'polii', 'darah', 'bulutangkis', 'bulutangkis', 'kontribusi', 'olahraga', 'indonesi']",greysia polii darah bulutangkis bulutangkis kontribusi olahraga indonesi,"['greysia', 'polii', 'darah', 'bulutangkis', 'bulutangkis', 'kontribusi', 'olahraga', 'indonesi']","['greysia', 'polii', 'darah', 'bulutangkis', 'bulutangkis', 'kontribusi', 'olahraga', 'indonesi']","['greysia', 'polii', 'darah', 'bulutangkis', 'bulutangkis', 'kontribusi', 'olahraga', 'indonesi']"
183,492,"['greysia', 'polii', 'darah', 'bulutangkis', 'bulutangkis', 'kontribusi', 'olahraga', 'indonesia', 'bulutangkis', 'besar', 'layan', 'terimakasihgreysiapolii']",greysia polii darah bulutangkis bulutangkis kontribusi olahraga indonesia bulutangkis besar layan terimakasihgreysiapolii,"['greysia', 'polii', 'darah', 'bulutangkis', 'bulutangkis', 'kontribusi', 'olahraga', 'indonesia', 'bulutangkis', 'besar', 'layan', 'terimakasihgreysiapolii']","['greysia', 'polii', 'darah', 'bulutangkis', 'bulutangkis', 'kontribusi', 'olahraga', 'indonesia', 'bulutangkis', 'besar', 'layan', 'terimakasihgreysiapolii']","['greysia', 'polii', 'darah', 'bulutangkis', 'bulutangkis', 'kontribusi', 'olahraga', 'indonesia', 'bulutangkis', 'besar', 'layan', 'terimakasihgreysiapolii']"
184,18,"['greysia', 'polii', 'jatuh', 'bangun', 'laga', 'pamungkas', 'momen', 'gantung', 'raket', 'bulutangkis', 'juara', 'olimpiade', 'tokyo', 'main', 'laga', 'ekshibisi']",greysia polii jatuh bangun laga pamungkas momen gantung raket bulutangkis juara olimpiade tokyo main laga ekshibisi,"['greysia', 'polii', 'jatuh', 'bangun', 'laga', 'pamungkas', 'momen', 'gantung', 'raket', 'bulutangkis', 'juara', 'olimpiade', 'tokyo', 'main', 'laga', 'ekshibisi']","['greysia', 'polii', 'jatuh', 'bangun', 'laga', 'pamungkas', 'momen', 'gantung', 'raket', 'bulutangkis', 'juara', 'olimpiade', 'tokyo', 'main', 'laga', 'ekshibisi']","['greysia', 'polii', 'jatuh', 'bangun', 'laga', 'pamungkas', 'momen', 'gantung', 'raket', 'bulutangkis', 'juara', 'olimpiade', 'tokyo', 'main', 'laga', 'ekshibisi']"
185,341,"['greysia', 'polii', 'kenang', 'manis', 'bulutangkis', 'indonesia', 'terimakasih', 'ka', 'indah']",greysia polii kenang manis bulutangkis indonesia terimakasih ka indah,"['greysia', 'polii', 'kenang', 'manis', 'bulutangkis', 'indonesia', 'terimakasih', 'ka', 'indah']","['greysia', 'polii', 'kenang', 'manis', 'bulutangkis', 'indonesia', 'terimakasih', 'ka', 'indah']","['greysia', 'polii', 'kenang', 'manis', 'bulutangkis', 'indonesia', 'terimakasih', 'ka', 'indah']"
186,913,"['greysia', 'polii', 'legenda', 'prestasi', 'breakthrough', 'nonteknis', 'wajah', 'bulutangkis', 'kelas', 'public', 'speaking', 'skill', 'positive', 'vibes', 'leadershipnya', 'ga', 'twit', 'terima', 'kasih']",greysia polii legenda prestasi breakthrough nonteknis wajah bulutangkis kelas public speaking skill positive vibes leadershipnya ga twit terima kasih,"['greysia', 'polii', 'legenda', 'prestasi', 'breakthrough', 'nonteknis', 'wajah', 'bulutangkis', 'kelas', 'public', 'speaking', 'skill', 'positive', 'vibes', 'leadershipnya', 'tidak', 'twit', 'terima', 'kasih']","['greysia', 'polii', 'legenda', 'prestasi', 'breakthrough', 'nonteknis', 'wajah', 'bulutangkis', 'kelas', 'public', 'speaking', 'skill', 'positive', 'vibes', 'leadershipnya', 'tidak', 'twit', 'terima', 'kasih']","['greysia', 'polii', 'legenda', 'prestasi', 'breakthrough', 'nonteknis', 'wajah', 'bulutangkis', 'kelas', 'public', 'speaking', 'skill', 'positive', 'vibes', 'leadershipnya', 'tidak', 'twit', 'terima', 'kasih']"
187,30,"['greysia', 'polii', 'menang', 'umum', 'pensiun', 'atlet', 'janji', 'tinggal', 'bulutangkis', 'sumber', 'wartakota', 'terimakasihgreysiapolii', 'ginting', 'thread']",greysia polii menang umum pensiun atlet janji tinggal bulutangkis sumber wartakota terimakasihgreysiapolii ginting thread,"['greysia', 'polii', 'menang', 'umum', 'pensiun', 'atlet', 'janji', 'tinggal', 'bulutangkis', 'sumber', 'wartakota', 'terimakasihgreysiapolii', 'ginting', 'thread']","['greysia', 'polii', 'menang', 'umum', 'pensiun', 'atlet', 'janji', 'tinggal', 'bulutangkis', 'sumber', 'wartakota', 'terimakasihgreysiapolii', 'ginting', 'thread']","['greysia', 'polii', 'menang', 'umum', 'pensiun', 'atlet', 'janji', 'tinggal', 'bulutangkis', 'sumber', 'wartakota', 'terimakasihgreysiapolii', 'ginting', 'thread']"
188,443,"['greysia', 'polii', 'pensiun', 'bulutangkis', 'pesan', 'pisah', 'apriyani', 'rahayu']",greysia polii pensiun bulutangkis pesan pisah apriyani rahayu,"['greysia', 'polii', 'pensiun', 'bulutangkis', 'pesan', 'pisah', 'apriyani', 'rahayu']","['greysia', 'polii', 'pensiun', 'bulutangkis', 'pesan', 'pisah', 'apriyani', 'rahayu']","['greysia', 'polii', 'pensiun', 'bulutangkis', 'pesan', 'pisah', 'apriyani', 'rahayu']"
189,26,"['greysia', 'polii', 'putus', 'gantung', 'raket', 'dekade', 'main', 'atlet', 'bulutangkis']",greysia polii putus gantung raket dekade main atlet bulutangkis,"['greysia', 'polii', 'putus', 'gantung', 'raket', 'dekade', 'main', 'atlet', 'bulutangkis']","['greysia', 'polii', 'putus', 'gantung', 'raket', 'dekade', 'main', 'atlet', 'bulutangkis']","['greysia', 'polii', 'putus', 'gantung', 'raket', 'dekade', 'main', 'atlet', 'bulutangkis']"
190,310,"['greysia', 'polii', 'resmi', 'pensiun', 'atlet', 'bulu', 'tangkis', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']",greysia polii resmi pensiun atlet bulu tangkis lengkapcepatberitanya olahraga sport bulutangkis netting badminton,"['greysia', 'polii', 'resmi', 'pensiun', 'atlet', 'bulu', 'tangkis', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['greysia', 'polii', 'resmi', 'pensiun', 'atlet', 'bulu', 'tangkis', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['greysia', 'polii', 'resmi', 'pensiun', 'atlet', 'bulu', 'tangkis', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']"
191,4,"['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis']",greysia polii resmi umum pensiun bulutangkis,"['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis']","['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis']","['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis']"
192,42,"['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis', 'link']",greysia polii resmi umum pensiun bulutangkis link,"['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis', 'link']","['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis', 'link']","['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis', 'link']"
193,29,"['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis', 'minggu']",greysia polii resmi umum pensiun bulutangkis minggu,"['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis', 'minggu']","['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis', 'minggu']","['greysia', 'polii', 'resmi', 'umum', 'pensiun', 'bulutangkis', 'minggu']"
194,28,"['greysia', 'polii', 'sedih', 'menang', 'umum', 'undur', 'atlet', 'bulutangkis']",greysia polii sedih menang umum undur atlet bulutangkis,"['greysia', 'polii', 'sedih', 'menang', 'umum', 'undur', 'atlet', 'bulutangkis']","['greysia', 'polii', 'sedih', 'menang', 'umum', 'undur', 'atlet', 'bulutangkis']","['greysia', 'polii', 'sedih', 'menang', 'umum', 'undur', 'atlet', 'bulutangkis']"
195,958,"['grip', 'bulutangkis', 'badminton', 'yonex', 'karet', 'tipis', 'acex']",grip bulutangkis badminton yonex karet tipis acex,"['grip', 'bulutangkis', 'badminton', 'yonex', 'karet', 'tipis', 'acex']","['grip', 'bulutangkis', 'badminton', 'yonex', 'karet', 'tipis', 'acex']","['grip', 'bulutangkis', 'badminton', 'yonex', 'karet', 'tipis', 'acex']"
196,1263,"['gua', 'emosional', 'bgt', 'dah', 'nntn', 'bulutangkis', 'pasang', 'ganda', 'putri', 'nang', 'mulu', 'kereennn', 'tonton', 'suportif', 'bgttt']",gua emosional bgt dah nntn bulutangkis pasang ganda putri nang mulu kereennn tonton suportif bgttt,"['saya', 'emosional', 'banget', 'sudah', 'nntn', 'bulutangkis', 'pasang', 'ganda', 'putri', 'di', 'mulu', 'kereennn', 'tonton', 'suportif', 'bgttt']","['emosional', 'banget', 'sudah', 'nntn', 'bulutangkis', 'pasang', 'ganda', 'putri', 'mulu', 'kereennn', 'tonton', 'suportif', 'bgttt']","['emosional', 'banget', 'sudah', 'nntn', 'bulutangkis', 'pasang', 'ganda', 'putri', 'mulu', 'kereennn', 'tonton', 'suportif', 'bgttt']"
197,2316,"['gua', 'kaget', 'tang', 'takut', 'anak', 'gua', 'main', 'boneka', 'raket', 'bulutangkis']",gua kaget tang takut anak gua main boneka raket bulutangkis,"['saya', 'kaget', 'tang', 'takut', 'anak', 'saya', 'main', 'boneka', 'raket', 'bulutangkis']","['kaget', 'tang', 'takut', 'anak', 'main', 'boneka', 'raket', 'bulutangkis']","['kaget', 'tang', 'takut', 'anak', 'main', 'boneka', 'raket', 'bulutangkis']"
198,651,"['gua', 'olahraga', 'rakyat', 'olahraga', 'kelas', 'tengah', 'dimainin', 'gang', 'wajar', 'kalo', 'bultang', 'boo', 'psywar', 'ringan', 'kelas', 'ya', 'nonton', 'tenis', 'anda', 'bulutangkis', 'kaya', 'tenis', 'magis', 'ilang']",gua olahraga rakyat olahraga kelas tengah dimainin gang wajar kalo bultang boo psywar ringan kelas ya nonton tenis anda bulutangkis kaya tenis magis ilang,"['saya', 'olahraga', 'rakyat', 'olahraga', 'kelas', 'tengah', 'dimainin', 'gang', 'wajar', 'kalau', 'bultang', 'boo', 'psywar', 'ringan', 'kelas', 'ya', 'nonton', 'tenis', 'anda', 'bulutangkis', 'kaya', 'tenis', 'magis', 'ilang']","['olahraga', 'rakyat', 'olahraga', 'kelas', 'tengah', 'dimainin', 'gang', 'wajar', 'bultang', 'boo', 'psywar', 'ringan', 'kelas', 'ya', 'nonton', 'tenis', 'anda', 'bulutangkis', 'kaya', 'tenis', 'magis', 'ilang']","['olahraga', 'rakyat', 'olahraga', 'kelas', 'tengah', 'dimainin', 'gang', 'wajar', 'bultang', 'boo', 'psywar', 'ringan', 'kelas', 'ya', 'nonton', 'tenis', 'anda', 'bulutangkis', 'kaya', 'tenis', 'magis', 'ilang']"
199,2261,"['gue', 'bangga', 'team', 'bulutangkis']",gue bangga team bulutangkis,"['saya', 'bangga', 'team', 'bulutangkis']","['bangga', 'team', 'bulutangkis']","['bangga', 'team', 'bulutangkis']"
200,303,"['gue', 'kali', 'suka', 'badminton', 'ya', 'gara', 'gara', 'nonton', 'match', 'dua', 'sf', 'asi', 'games', 'ngeliat', 'foto', 'gue', 'ga']",gue kali suka badminton ya gara gara nonton match dua sf asi games ngeliat foto gue ga,"['saya', 'kali', 'suka', 'badminton', 'ya', 'gara', 'gara', 'nonton', 'match', 'dua', 'sf', 'asi', 'games', 'ngeliat', 'foto', 'saya', 'tidak']","['kali', 'suka', 'badminton', 'ya', 'gara', 'gara', 'nonton', 'match', 'dua', 'sf', 'asi', 'games', 'ngeliat', 'foto', 'tidak']","['kali', 'suka', 'badminton', 'ya', 'gara', 'gara', 'nonton', 'match', 'dua', 'sf', 'asi', 'games', 'ngeliat', 'foto', 'tidak']"
201,312,"['gue', 'kali', 'suka', 'badminton', 'ya', 'gara', 'gara', 'nonton', 'match', 'dua', 'sf', 'asi', 'games', 'ngeliat', 'foto', 'gue', 'gabisa', 'nahan', 'nang', 'kejer', 'banget', 'makasih', 'banget', 'ka', 'greys', 'ka', 'titun', 'udah', 'bikin', 'gue', 'suka', 'bulutangkis']",gue kali suka badminton ya gara gara nonton match dua sf asi games ngeliat foto gue gabisa nahan nang kejer banget makasih banget ka greys ka titun udah bikin gue suka bulutangkis,"['saya', 'kali', 'suka', 'badminton', 'ya', 'gara', 'gara', 'nonton', 'match', 'dua', 'sf', 'asi', 'games', 'ngeliat', 'foto', 'saya', 'gabisa', 'nahan', 'di', 'kejer', 'banget', 'makasih', 'banget', 'ka', 'greys', 'ka', 'titun', 'sudah', 'membuat', 'saya', 'suka', 'bulutangkis']","['kali', 'suka', 'badminton', 'ya', 'gara', 'gara', 'nonton', 'match', 'dua', 'sf', 'asi', 'games', 'ngeliat', 'foto', 'gabisa', 'nahan', 'kejer', 'banget', 'makasih', 'banget', 'ka', 'greys', 'ka', 'titun', 'sudah', 'membuat', 'suka', 'bulutangkis']","['kali', 'suka', 'badminton', 'ya', 'gara', 'gara', 'nonton', 'match', 'dua', 'sf', 'asi', 'games', 'ngeliat', 'foto', 'gabisa', 'nahan', 'kejer', 'banget', 'makasih', 'banget', 'ka', 'greys', 'ka', 'titun', 'sudah', 'buat', 'suka', 'bulutangkis']"
202,2147,"['gue', 'tu', 'takut', 'aja', 'gitu', 'yg', 'ngejulidin', 'gue', 'gegara', 'bulutangkis', 'ni', 'gue', 'tu', 'neng', 'aja', 'gitu', 'nonton', 'tanding', 'gin', 'ya', 'emang', 'atlet', 'yg', 'gue', 'tau', 'tu', 'ga', 'gitu', 'lho', 'ya', 'bilang', 'bl', 'jiga', 'si']",gue tu takut aja gitu yg ngejulidin gue gegara bulutangkis ni gue tu neng aja gitu nonton tanding gin ya emang atlet yg gue tau tu ga gitu lho ya bilang bl jiga si,"['saya', 'itu', 'takut', 'saja', 'gitu', 'yang', 'ngejulidin', 'saya', 'gegara', 'bulutangkis', 'ini', 'saya', 'itu', 'neng', 'saja', 'gitu', 'nonton', 'tanding', 'begini', 'ya', 'memang', 'atlet', 'yang', 'saya', 'tau', 'itu', 'tidak', 'gitu', 'lho', 'ya', 'bilang', 'bl', 'jiga', 'sih']","['takut', 'saja', 'gitu', 'ngejulidin', 'gegara', 'bulutangkis', 'neng', 'saja', 'gitu', 'nonton', 'tanding', 'begini', 'ya', 'memang', 'atlet', 'tau', 'tidak', 'gitu', 'lho', 'ya', 'bilang', 'bl', 'jiga', 'sih']","['takut', 'saja', 'gitu', 'ngejulidin', 'gegara', 'bulutangkis', 'neng', 'saja', 'gitu', 'nonton', 'tanding', 'begini', 'ya', 'memang', 'atlet', 'tau', 'tidak', 'gitu', 'lho', 'ya', 'bilang', 'bl', 'jiga', 'sih']"
203,851,"['gw', 'main', 'basket', 'and', 'main', 'bulutangkis', 'bareng', 'mark']",gw main basket and main bulutangkis bareng mark,"['saya', 'main', 'basket', 'dan', 'main', 'bulutangkis', 'bareng', 'mark']","['main', 'basket', 'main', 'bulutangkis', 'bareng', 'mark']","['main', 'basket', 'main', 'bulutangkis', 'bareng', 'mark']"
204,2409,"['habisin', 'main', 'ken', 'smash', 'minimal', 'jd', 'maen', 'offensive', 'bulutangkis', 'point', 'smash', 'main', 'lawan', 'nyangkut', 'net', 'jg', 'hitung', 'point']",habisin main ken smash minimal jd maen offensive bulutangkis point smash main lawan nyangkut net jg hitung point,"['habisin', 'main', 'ken', 'smash', 'minimal', 'jadi ', 'main', 'offensive', 'bulutangkis', 'point', 'smash', 'main', 'lawan', 'nyangkut', 'net', 'juga', 'hitung', 'point']","['habisin', 'main', 'ken', 'smash', 'minimal', 'jadi ', 'main', 'offensive', 'bulutangkis', 'point', 'smash', 'main', 'lawan', 'nyangkut', 'net', 'juga', 'hitung', 'point']","['habisin', 'main', 'ken', 'smash', 'minimal', 'jadi', 'main', 'offensive', 'bulutangkis', 'point', 'smash', 'main', 'lawan', 'nyangkut', 'net', 'juga', 'hitung', 'point']"
205,970,"['hadap', 'wakil', 'china', 'semifinal', 'indonesia', 'masters', 'taktik', 'jitu', 'fajar', 'alf', 'muhammad', 'rian', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']",hadap wakil china semifinal indonesia masters taktik jitu fajar alf muhammad rian lengkapcepatberitanya olahraga sport bulutangkis netting badminton,"['hadap', 'wakil', 'china', 'semifinal', 'indonesia', 'masters', 'taktik', 'jitu', 'fajar', 'alf', 'muhammad', 'rian', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['hadap', 'wakil', 'china', 'semifinal', 'indonesia', 'masters', 'taktik', 'jitu', 'fajar', 'alf', 'muhammad', 'rian', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']","['hadap', 'wakil', 'china', 'semifinal', 'indonesia', 'masters', 'taktik', 'jitu', 'fajar', 'alf', 'muhammad', 'rian', 'lengkapcepatberitanya', 'olahraga', 'sport', 'bulutangkis', 'netting', 'badminton']"
206,831,"['hadeeh', 'kena', 'mental', 'bok', 'ijo', 'gak', 'coba', 'bikin', 'program', 'sport', 'psikiater', 'utk', 'main', 'gak', 'nih', 'mental', 'gampang', 'goyah', 'main', 'main', 'min', 'jgn', 'bilang', 'gak', 'uang', 'ya', 'klo', 'bulutangkis', 'mah', 'djarum', 'group', 'kapal', 'api', 'group', 'klo', 'emang', 'dana']",hadeeh kena mental bok ijo gak coba bikin program sport psikiater utk main gak nih mental gampang goyah main main min jgn bilang gak uang ya klo bulutangkis mah djarum group kapal api group klo emang dana,"['hadeeh', 'kena', 'mental', 'bok', 'ijo', 'tidak', 'coba', 'membuat', 'program', 'sport', 'psikiater', 'untuk', 'main', 'tidak', 'ini', 'mental', 'gampang', 'goyah', 'main', 'main', 'min', 'jangan', 'bilang', 'tidak', 'uang', 'ya', 'kalau', 'bulutangkis', 'mah', 'djarum', 'group', 'kapal', 'api', 'group', 'kalau', 'memang', 'dana']","['hadeeh', 'kena', 'mental', 'bok', 'ijo', 'tidak', 'coba', 'membuat', 'program', 'sport', 'psikiater', 'main', 'tidak', 'mental', 'gampang', 'goyah', 'main', 'main', 'min', 'jangan', 'bilang', 'tidak', 'uang', 'ya', 'bulutangkis', 'mah', 'djarum', 'group', 'kapal', 'api', 'group', 'memang', 'dana']","['hadeeh', 'kena', 'mental', 'bok', 'ijo', 'tidak', 'coba', 'buat', 'program', 'sport', 'psikiater', 'main', 'tidak', 'mental', 'gampang', 'goyah', 'main', 'main', 'min', 'jangan', 'bilang', 'tidak', 'uang', 'ya', 'bulutangkis', 'mah', 'djarum', 'group', 'kapal', 'api', 'group', 'memang', 'dana']"
207,665,"['hahaha', 'bulutangkis', 'uki', 'upaya', 'main', 'netting', 'optimis', 'dpt', 'poin', 'eh', 'gataunya', 'smash', 'jidat']",hahaha bulutangkis uki upaya main netting optimis dpt poin eh gataunya smash jidat,"['hahaha', 'bulutangkis', 'uki', 'upaya', 'main', 'netting', 'optimis', 'dapat ', 'poin', 'eh', 'gataunya', 'smash', 'jidat']","['hahaha', 'bulutangkis', 'uki', 'upaya', 'main', 'netting', 'optimis', 'dapat ', 'poin', 'eh', 'gataunya', 'smash', 'jidat']","['hahaha', 'bulutangkis', 'uki', 'upaya', 'main', 'netting', 'optimis', 'dapat', 'poin', 'eh', 'gataunya', 'smash', 'jidat']"
208,998,"['hahahaha', 'jaman', 'gw', 'djarum', 'sponsorin', 'bulutangkis', 'lo', 'pikir', 'dah', 'atlit', 'ngrokok', 'gak']",hahahaha jaman gw djarum sponsorin bulutangkis lo pikir dah atlit ngrokok gak,"['hahahaha', 'jaman', 'saya', 'djarum', 'sponsorin', 'bulutangkis', 'lo', 'pikir', 'sudah', 'atlit', 'ngrokok', 'tidak']","['hahahaha', 'jaman', 'djarum', 'sponsorin', 'bulutangkis', 'lo', 'pikir', 'sudah', 'atlit', 'ngrokok', 'tidak']","['hahahaha', 'jaman', 'djarum', 'sponsorin', 'bulutangkis', 'lo', 'pikir', 'sudah', 'atlit', 'ngrokok', 'tidak']"
209,2296,"['hai', 'hai', 'hai', 'sobat', 'sports', 'up', 'close', 'kartika', 'episode', 'kali', 'datang', 'mantan', 'atlet', 'bulutangkis', 'tunggal', 'putri', 'indonesia', 'lilik', 'sudarwati', 'indihometv', 'useesports', 'homeoffpremiumsports', 'sports', 'badminton', 'bulutangkis', 'blovers', 'indihomejaktim']",hai hai hai sobat sports up close kartika episode kali datang mantan atlet bulutangkis tunggal putri indonesia lilik sudarwati indihometv useesports homeoffpremiumsports sports badminton bulutangkis blovers indihomejaktim,"['hai', 'hai', 'hai', 'sobat', 'sports', 'up', 'close', 'kartika', 'episode', 'kali', 'datang', 'mantan', 'atlet', 'bulutangkis', 'tunggal', 'putri', 'indonesia', 'lilik', 'sudarwati', 'indihometv', 'useesports', 'homeoffpremiumsports', 'sports', 'badminton', 'bulutangkis', 'blovers', 'indihomejaktim']","['hai', 'hai', 'hai', 'sobat', 'sports', 'up', 'close', 'kartika', 'episode', 'kali', 'datang', 'mantan', 'atlet', 'bulutangkis', 'tunggal', 'putri', 'indonesia', 'lilik', 'sudarwati', 'indihometv', 'useesports', 'homeoffpremiumsports', 'sports', 'badminton', 'bulutangkis', 'blovers', 'indihomejaktim']","['hai', 'hai', 'hai', 'sobat', 'sports', 'up', 'close', 'kartika', 'episode', 'kali', 'datang', 'mantan', 'atlet', 'bulutangkis', 'tunggal', 'putri', 'indonesia', 'lilik', 'sudarwati', 'indihometv', 'useesports', 'homeoffpremiumsports', 'sports', 'badminton', 'bulutangkis', 'blovers', 'indihomejaktim']"
210,922,"['hajar', 'korsel', 'monster', 'bulutangkis', 'dunia', 'final', 'indonesia', 'masters']",hajar korsel monster bulutangkis dunia final indonesia masters,"['hajar', 'korsel', 'monster', 'bulutangkis', 'dunia', 'final', 'indonesia', 'masters']","['hajar', 'korsel', 'monster', 'bulutangkis', 'dunia', 'final', 'indonesia', 'masters']","['hajar', 'korsel', 'monster', 'bulutangkis', 'dunia', 'final', 'indonesia', 'masters']"
211,2343,"['hajar', 'the', 'minions', 'pasang', 'ganda', 'prancis', 'indonesia', 'milik', 'tonton', 'baik', 'dunia', 'bulu', 'tangkis', 'terima', 'kasih', 'istora', 'badminton', 'badmintonworldfederationbwf', 'bulutangkis']",hajar the minions pasang ganda prancis indonesia milik tonton baik dunia bulu tangkis terima kasih istora badminton badmintonworldfederationbwf bulutangkis,"['hajar', 'the', 'minions', 'pasang', 'ganda', 'prancis', 'indonesia', 'milik', 'tonton', 'baik', 'dunia', 'bulu', 'tangkis', 'terima', 'kasih', 'istora', 'badminton', 'badmintonworldfederationbwf', 'bulutangkis']","['hajar', 'the', 'minions', 'pasang', 'ganda', 'prancis', 'indonesia', 'milik', 'tonton', 'baik', 'dunia', 'bulu', 'tangkis', 'terima', 'kasih', 'istora', 'badminton', 'badmintonworldfederationbwf', 'bulutangkis']","['hajar', 'the', 'minions', 'pasang', 'ganda', 'prancis', 'indonesia', 'milik', 'tonton', 'baik', 'dunia', 'bulu', 'tangkis', 'terima', 'kasih', 'istora', 'badminton', 'badmintonworldfederationbwf', 'bulutangkis']"
212,2264,"['hakim', 'garis', 'ngantuk', 'indonesia', 'masters', 'tunggal', 'putra', 'denmark', 'protes', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'hakimgaris', 'bulutangkis']",hakim garis ngantuk indonesia masters tunggal putra denmark protes lengkap klik taut infoolahraga indonesiamasters hakimgaris bulutangkis,"['hakim', 'garis', 'ngantuk', 'indonesia', 'masters', 'tunggal', 'putra', 'denmark', 'protes', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'hakimgaris', 'bulutangkis']","['hakim', 'garis', 'ngantuk', 'indonesia', 'masters', 'tunggal', 'putra', 'denmark', 'protes', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'hakimgaris', 'bulutangkis']","['hakim', 'garis', 'ngantuk', 'indonesia', 'masters', 'tunggal', 'putra', 'denmark', 'protes', 'lengkap', 'klik', 'taut', 'infoolahraga', 'indonesiamasters', 'hakimgaris', 'bulutangkis']"
213,1189,"['hall', 'of', 'fame', 'bwf', 'harga', 'federasi', 'bulutangkis', 'dunia', 'bwf', 'atlet', 'prestasi', 'kare']",hall of fame bwf harga federasi bulutangkis dunia bwf atlet prestasi kare,"['hall', 'of', 'fame', 'bwf', 'harga', 'federasi', 'bulutangkis', 'dunia', 'bwf', 'atlet', 'prestasi', 'kare']","['hall', 'of', 'fame', 'bwf', 'harga', 'federasi', 'bulutangkis', 'dunia', 'bwf', 'atlet', 'prestasi', 'kare']","['hall', 'of', 'fame', 'bwf', 'harga', 'federasi', 'bulutangkis', 'dunia', 'bwf', 'atlet', 'prestasi', 'kare']"
214,2015,"['hall', 'of', 'fame', 'bwf', 'harga', 'federasi', 'bulutangkis', 'dunia', 'bwf', 'atlet', 'prestasi', 'pengaruh', 'dunia', 'bulutangkis']",hall of fame bwf harga federasi bulutangkis dunia bwf atlet prestasi pengaruh dunia bulutangkis,"['hall', 'of', 'fame', 'bwf', 'harga', 'federasi', 'bulutangkis', 'dunia', 'bwf', 'atlet', 'prestasi', 'pengaruh', 'dunia', 'bulutangkis']","['hall', 'of', 'fame', 'bwf', 'harga', 'federasi', 'bulutangkis', 'dunia', 'bwf', 'atlet', 'prestasi', 'pengaruh', 'dunia', 'bulutangkis']","['hall', 'of', 'fame', 'bwf', 'harga', 'federasi', 'bulutangkis', 'dunia', 'bwf', 'atlet', 'prestasi', 'pengaruh', 'dunia', 'bulutangkis']"
